EmpID,BiasInfluentialFactor,FitmentPercent
8303,DegreeBranch,19.0
5746,NA,0.05
12400,MartialStatus,48.41
9555,NA,0.05
10610,DegreeBranch,21.93
22293,Gender,23.94
5248,NA,0.05
19300,Gender,20.66
17575,DegreeBranch,21.01
9407,DegreeBranch,24.53
18759,CurrentCompanyType,0.66
9764,Gender,12.34
17226,Gender,10.54
3164,NA,0.05
19119,Gender,0.04
8702,Gender,0.05
16000,Gender,19.77
15019,MartialStatus,50.35
16456,Gender,17.63
4273,NA,0.05
7686,YearsOfExperince,31.21
16047,NA,0.05
17175,NA,0.05
14765,CurrentCompanyType,0.06
14699,EmpScore,30.86
3786,DegreeBranch,3.18
18853,MartialStatus,50.35
22696,HighestDegree,40.49
9189,CurrentCompanyType,3.53
8900,DegreeBranch,22.96
19000,DegreeBranch,21.47
6387,NA,0.05
3260,NA,0.05
14322,YearsOfExperince,15.82
2276,DegreeBranch,19.04
18338,NA,0.05
6224,YearsOfExperince,21.31
11952,YearsOfExperince,26.31
13178,Gender,8.71
24099,EmpScore,31.97
7596,Gender,24.85
5500,CurrentCompanyType,3.96
12339,Gender,22.06
16423,NA,0.05
21139,DegreeBranch,22.6
5067,DegreeBranch,22.42
17250,Gender,16.26
6498,EmpScore,36.69
10858,DegreeBranch,21.51
11602,YearsOfExperince,19.82
24079,EmpScore,35.93
22509,YearsOfExperince,30.82
18519,NA,0.04
19771,YearsOfExperince,23.78
20987,YearsOfExperince,24.96
18760,NA,0.06
14660,Gender,12.01
19909,Gender,0.05
10963,NA,0.05
2977,YearsOfExperince,30.78
3201,Gender,0.04
17996,DegreeBranch,18.65
12827,DegreeBranch,19.83
15601,DegreeBranch,17.59
6181,DegreeBranch,13.13
21503,NA,0.06
20678,CurrentCompanyType,0.06
7321,YearsOfExperince,23.34
20934,NA,0.07
21791,YearsOfExperince,30.79
2903,YearsOfExperince,8.9
16472,YearsOfExperince,28.01
14356,HighestDegree,31.61
6210,DegreeBranch,22.76
2463,Gender,7.47
23012,NA,0.05
2744,Gender,15.89
22592,NA,0.04
16807,Gender,2.86
17225,Gender,18.66
6701,DegreeBranch,19.25
5010,NA,0.05
3081,DegreeBranch,19.36
3209,Gender,15.97
19891,DegreeBranch,15.85
22023,DegreeBranch,21.54
15415,DegreeBranch,17.71
10530,DegreeBranch,19.59
21396,CurrentCompanyType,4.42
9551,YearsOfExperince,36.42
23574,EmpScore,32.3
21394,DegreeBranch,16.95
3623,CurrentCompanyType,0.21
15196,HighestDegree,42.71
19034,Gender,15.73
20873,Gender,16.28
15030,YearsOfExperince,17.9
2999,HighestDegree,41.15
7255,NA,0.05
2870,YearsOfExperince,2.13
20285,NA,0.04
22457,CurrentCompanyType,0.06
20615,LatestDegreeCGPA,0.05
13723,NA,0.06
8198,YearsOfExperince,8.74
7660,DegreeBranch,18.28
15271,MartialStatus,48.19
5476,YearsOfExperince,14.24
4906,Gender,12.32
24312,Ethinicity,165.85
15461,NA,0.06
2988,NA,0.05
6608,Gender,12.3
8087,MartialStatus,44.09
4147,Gender,15.38
2864,Gender,0.04
22613,Gender,13.29
16049,DegreeBranch,21.41
16484,EmpScore,31.45
23538,DegreeBranch,17.56
22026,DegreeBranch,21.91
19844,Gender,12.5
19442,CurrentCompanyType,0.05
16033,NA,0.05
12986,DegreeBranch,18.83
19290,NA,0.05
15783,NA,0.05
10378,Gender,22.09
4203,HighestDegree,34.14
11243,DegreeBranch,20.3
22070,MartialStatus,45.93
2686,NA,0.05
16581,Gender,19.48
11882,Gender,20.74
17027,NA,0.05
9297,NA,0.05
5891,Gender,19.81
14211,NA,0.05
3946,YearsOfExperince,20.65
7189,MartialStatus,48.17
3119,HighestDegree,41.91
20730,Gender,4.2
9893,DegreeBranch,1.44
8352,Gender,8.5
5140,DegreeBranch,18.86
8887,Gender,21.01
20989,EmpScore,35.71
21628,NA,0.05
14583,YearsOfExperince,31.07
13358,YearsOfExperince,7.11
20885,DegreeBranch,18.4
21947,NA,0.04
16106,NA,0.05
8162,Gender,22.8
23521,DegreeBranch,16.39
7791,MartialStatus,47.58
4616,DegreeBranch,22.56
11381,DegreeBranch,19.71
18476,NA,0.05
8886,DegreeBranch,17.7
6914,DegreeBranch,22.6
19763,YearsOfExperince,25.6
19918,Gender,22.91
9140,DegreeBranch,20.48
10986,YearsOfExperince,28.33
6430,Gender,9.41
3122,EmpScore,30.03
22946,EmpScore,35.24
10633,YearsOfExperince,19.62
21433,NA,0.05
10908,DegreeBranch,4.7
2331,EmpScore,33.36
20399,Gender,0.05
21980,DegreeBranch,20.93
9899,YearsOfExperince,39.87
11769,CurrentCompanyType,0.28
15084,NA,0.04
21528,DegreeBranch,19.13
22437,Gender,15.93
5536,NA,0.05
13426,MartialStatus,42.71
12799,YearsOfExperince,23.78
2529,EmpScore,35.12
12826,NA,0.05
23219,DegreeBranch,18.07
7683,Gender,15.68
4109,Gender,17.75
11222,Gender,12.52
22125,Gender,23.85
11850,NA,0.05
10592,Gender,8.9
21615,NA,0.05
17780,MartialStatus,46.17
21280,NA,0.05
7875,NA,0.05
18267,NA,0.04
21436,NA,0.06
4912,MartialStatus,45.02
8769,Gender,9.27
8209,YearsOfExperince,28.73
20870,DegreeBranch,20.9
3676,Gender,10.14
4000,YearsOfExperince,33.73
21070,YearsOfExperince,29.76
2577,NA,0.06
6529,DegreeBranch,15.39
4797,Gender,3.85
12732,EmpScore,34.25
9787,NA,0.04
15227,NA,0.07
5114,Gender,23.68
22345,Gender,6.7
20251,NA,0.05
8671,YearsOfExperince,25.96
21841,NA,0.05
17459,Gender,11.46
5260,NA,0.06
2773,NA,0.05
8121,CurrentCompanyType,0.06
14087,Gender,18.62
12148,YearsOfExperince,15.03
13709,NA,0.05
16638,YearsOfExperince,17.27
19530,YearsOfExperince,33.72
17352,NA,0.06
19299,DegreeBranch,0.28
3094,Gender,21.48
13316,Gender,17.67
12303,DegreeBranch,20.5
22418,NA,0.06
24161,DegreeBranch,19.73
20054,NA,0.05
17207,MartialStatus,49.79
5244,NA,0.05
19695,NA,0.05
23314,NA,0.05
16939,HighestDegree,42.18
15200,DegreeBranch,19.1
20028,NA,0.05
20491,NA,0.05
4347,NA,0.05
5722,DegreeBranch,0.05
17978,EmpScore,28.56
16579,DegreeBranch,20.98
3053,DegreeBranch,16.79
11466,NA,0.04
15687,DegreeBranch,5.08
9798,YearsOfExperince,33.72
19677,Gender,26.98
10517,DegreeBranch,19.35
10773,NA,0.05
20125,NA,0.05
9712,Gender,27.76
6919,YearsOfExperince,22.05
6018,NA,0.06
22781,Gender,5.66
3660,YearsOfExperince,29.41
23767,EmpScore,32.99
7335,Gender,0.05
21166,Gender,13.84
10573,DegreeBranch,15.85
21007,Gender,15.41
21135,LatestDegreeCGPA,0.04
20498,Gender,17.6
8544,CurrentCompanyType,1.88
2361,NA,0.05
2481,Gender,24.98
20304,DegreeBranch,22.06
6089,Gender,4.43
6240,EmpScore,37.44
20421,DegreeBranch,18.65
15540,CurrentCompanyType,2.15
4483,EmpScore,31.5
2112,NA,0.05
16954,HighestDegree,46.6
3359,YearsOfExperince,22.62
21190,Gender,12.97
15883,DegreeBranch,17.29
20292,EmpScore,32.9
4075,EmpScore,37.82
11336,DegreeBranch,15.86
17798,NA,0.05
16791,NA,0.05
23254,Gender,14.18
20798,Gender,1.54
11013,CurrentCompanyType,0.06
9350,MartialStatus,46.76
3608,Gender,22.52
10640,DegreeBranch,18.71
23944,NA,0.05
7878,Gender,0.05
14607,NA,0.05
5011,MartialStatus,54.77
11138,Gender,11.16
19013,DegreeBranch,26.28
22871,NA,0.05
10182,YearsOfExperince,29.06
20493,DegreeBranch,18.31
9657,NA,0.05
17390,CurrentCompanyType,0.19
21822,NA,0.05
2887,NA,0.06
14897,NA,0.05
6755,DegreeBranch,22.77
6098,DegreeBranch,18.63
18399,NA,0.05
2696,NA,0.05
24326,Gender,21.89
16130,Gender,4.64
11709,NA,0.06
14459,YearsOfExperince,26.67
18376,DegreeBranch,17.93
12129,NA,0.05
19497,DegreeBranch,21.68
22603,Gender,24.51
14307,DegreeBranch,18.18
3404,EmpScore,36.1
9584,NA,0.05
14875,CurrentCompanyType,0.05
16085,NA,0.05
20840,Gender,20.03
8587,DegreeBranch,17.21
14363,DegreeBranch,17.75
19147,YearsOfExperince,30.11
10762,Gender,3.7
23964,DegreeBranch,24.27
10924,DegreeBranch,24.33
18048,MartialStatus,48.02
23786,NA,0.05
7562,Gender,17.41
24290,Gender,10.12
16705,DegreeBranch,14.43
10732,NA,0.05
13991,NA,0.05
3139,HighestDegree,35.45
10738,Gender,20.39
19400,HighestDegree,46.27
7858,Gender,0.04
17937,CurrentCompanyType,0.06
5621,NA,0.05
20164,NA,0.04
23583,EmpScore,39.36
23499,MartialStatus,46.01
18515,EmpScore,32.98
5806,Gender,0.05
15683,NA,0.05
13285,NA,0.06
24344,Gender,4.09
15919,NA,0.06
16193,DegreeBranch,20.8
2955,DegreeBranch,2.59
21797,YearsOfExperince,32.09
22446,NA,0.05
17119,NA,0.05
10559,DegreeBranch,23.53
9914,Gender,0.05
13403,NA,0.05
16476,Gender,15.42
12956,NA,0.05
19080,NA,0.05
2502,NA,0.04
17739,Gender,20.39
9722,HighestDegree,40.53
17674,Gender,18.85
23141,NA,0.06
2323,YearsOfExperince,23.47
11285,YearsOfExperince,26.74
21614,NA,0.06
16876,Gender,12.6
15814,DegreeBranch,17.41
17321,DegreeBranch,15.19
13645,DegreeBranch,24.46
6544,NA,0.05
18079,NA,0.05
11972,Gender,6.69
12552,HighestDegree,36.0
15346,Gender,0.06
8668,EmpScore,36.18
22281,Gender,23.07
4820,NA,0.05
16198,NA,0.05
2149,YearsOfExperince,25.19
23384,YearsOfExperince,6.21
15723,YearsOfExperince,19.62
22002,Gender,16.77
10990,CurrentCompanyType,0.05
5130,HighestDegree,42.74
16549,EmpScore,33.3
15248,NA,0.05
11099,Gender,4.42
21145,NA,0.05
6518,DegreeBranch,23.26
11385,DegreeBranch,17.27
23306,DegreeBranch,20.51
5312,NA,0.06
12839,MartialStatus,47.95
17070,Gender,2.45
2815,DegreeBranch,4.99
21011,Gender,22.67
13961,Gender,0.72
9711,EmpScore,36.3
17766,MartialStatus,53.11
12194,Gender,14.51
3535,DegreeBranch,27.16
2253,NA,0.05
21691,Gender,14.21
19672,DegreeBranch,20.36
7482,NA,0.06
15104,DegreeBranch,2.07
24228,NA,0.05
5203,NA,0.06
17821,HighestDegree,37.96
23478,NA,0.05
12952,DegreeBranch,19.88
7265,NA,0.05
9735,YearsOfExperince,18.71
9945,DegreeBranch,23.38
13505,NA,0.06
4794,YearsOfExperince,19.89
18615,Gender,19.67
19494,EmpScore,33.93
8386,YearsOfExperince,9.52
6658,DegreeBranch,13.48
21030,Gender,8.24
21634,NA,0.06
21398,YearsOfExperince,20.28
7103,YearsOfExperince,11.38
13983,DegreeBranch,23.4
14855,Gender,3.92
15751,NA,0.05
24355,DegreeBranch,20.97
17223,YearsOfExperince,25.87
11207,YearsOfExperince,25.04
11182,Gender,1.52
22209,NA,0.05
6931,HighestDegree,35.76
3499,DegreeBranch,16.32
15686,YearsOfExperince,10.31
6310,MartialStatus,46.39
21158,EmpScore,35.31
18832,DegreeBranch,23.82
4263,NA,0.06
24004,DegreeBranch,14.64
16894,NA,0.06
15904,EmpScore,30.78
22032,NA,0.05
22230,Gender,19.84
21261,Gender,0.06
16598,DegreeBranch,17.24
20359,NA,0.05
14354,Gender,27.87
4782,NA,0.06
23272,YearsOfExperince,32.18
13990,DegreeBranch,13.51
10096,DegreeBranch,15.22
4959,Gender,21.91
9072,Gender,14.63
22354,YearsOfExperince,17.49
10497,YearsOfExperince,29.03
5544,YearsOfExperince,9.16
19520,DegreeBranch,16.55
3917,MartialStatus,47.77
10042,Gender,7.97
4605,NA,0.05
15945,DegreeBranch,20.41
7187,YearsOfExperince,26.01
13200,NA,0.05
21053,MartialStatus,45.93
6007,NA,0.05
20263,YearsOfExperince,27.63
17710,YearsOfExperince,1.8
14624,NA,0.05
19249,Gender,24.31
5270,LatestDegreeCGPA,0.04
5337,NA,0.04
12210,Gender,0.17
12440,DegreeBranch,16.93
16385,NA,0.05
10694,EmpScore,30.42
21580,DegreeBranch,20.78
22459,NA,0.05
22276,Gender,16.16
11442,NA,0.05
13809,NA,0.05
23230,DegreeBranch,20.55
10062,DegreeBranch,21.61
18336,NA,0.05
18394,Gender,12.02
5174,Gender,14.88
18229,Gender,22.94
6033,DegreeBranch,3.81
17615,YearsOfExperince,22.74
22948,DegreeBranch,18.89
16499,NA,0.04
15368,NA,0.05
21333,Gender,0.05
11334,Gender,0.47
2248,MartialStatus,52.4
10127,YearsOfExperince,29.97
11256,DegreeBranch,19.16
16189,Gender,13.9
2611,Gender,13.71
13104,DegreeBranch,17.5
11973,DegreeBranch,18.15
13745,Gender,4.35
12346,EmpScore,27.96
21405,NA,0.05
4271,EmpScore,35.42
15394,CurrentCompanyType,1.35
18169,DegreeBranch,23.78
8975,DegreeBranch,19.29
18613,NA,0.05
23148,DegreeBranch,18.65
22500,HighestDegree,41.42
19517,NA,0.05
16745,NA,0.06
9448,DegreeBranch,22.34
6470,NA,0.05
2299,CurrentCompanyType,0.41
20432,DegreeBranch,22.62
16685,EmpScore,35.04
9091,CurrentCompanyType,4.42
3970,Gender,20.53
22933,Gender,18.04
23489,NA,0.05
17514,DegreeBranch,19.33
9412,NA,0.05
14589,Gender,14.48
12241,NA,0.05
12093,DegreeBranch,21.67
21136,CurrentCompanyType,4.04
20924,NA,0.06
12628,YearsOfExperince,24.81
23741,DegreeBranch,5.06
6523,Gender,0.06
2554,HighestDegree,41.59
4831,CurrentCompanyType,0.05
18621,NA,0.04
6377,NA,0.05
5885,YearsOfExperince,28.51
19617,Gender,0.04
12727,NA,0.05
10734,CurrentCompanyType,0.05
9070,YearsOfExperince,22.09
19642,HighestDegree,23.56
21979,YearsOfExperince,25.18
22075,DegreeBranch,20.72
23950,EmpScore,35.61
16969,Gender,20.99
13030,Gender,18.84
10558,MartialStatus,51.4
6618,DegreeBranch,17.27
6503,YearsOfExperince,23.98
15261,Gender,15.66
20728,YearsOfExperince,23.11
22404,DegreeBranch,19.84
13927,NA,0.05
7212,Gender,11.13
12522,YearsOfExperince,14.16
13015,DegreeBranch,19.46
22422,YearsOfExperince,23.93
10978,Gender,20.44
9820,DegreeBranch,16.66
16873,Gender,4.5
14705,YearsOfExperince,22.25
2550,EmpScore,35.32
10004,Gender,14.04
2282,DegreeBranch,18.5
12527,Gender,11.15
13936,EmpScore,30.27
10258,DegreeBranch,22.19
5992,DegreeBranch,22.22
19024,Gender,0.05
8261,EmpScore,32.9
18990,YearsOfExperince,18.64
4582,NA,0.06
19802,YearsOfExperince,20.81
14536,NA,0.05
22727,NA,0.06
3233,CurrentCompanyType,0.06
3645,EmpScore,22.79
4884,MartialStatus,50.49
11043,CurrentCompanyType,2.74
9728,YearsOfExperince,7.89
4981,DegreeBranch,20.21
3054,EmpScore,34.34
18488,DegreeBranch,27.61
8181,Gender,1.1
15578,EmpScore,31.66
16155,YearsOfExperince,5.88
15610,YearsOfExperince,30.92
6359,DegreeBranch,15.14
15533,Gender,12.08
20681,EmpScore,28.72
12734,Gender,22.18
7943,NA,0.06
8218,DegreeBranch,20.79
22168,CurrentCompanyType,1.61
19209,Gender,0.05
23481,DegreeBranch,17.86
2256,Gender,12.93
5873,Gender,9.8
2985,Gender,20.08
21787,DegreeBranch,23.97
24385,HighestDegree,34.34
2640,EmpScore,37.94
23073,Gender,11.27
21363,YearsOfExperince,28.84
17465,EmpScore,28.7
11644,DegreeBranch,0.58
16824,EmpScore,32.81
19152,Gender,0.05
4549,NA,0.06
18904,YearsOfExperince,24.76
6811,Gender,0.05
11085,DegreeBranch,16.13
17153,DegreeBranch,22.48
12281,DegreeBranch,24.54
13281,DegreeBranch,19.71
21818,Gender,22.57
12555,NA,0.05
5458,HighestDegree,44.66
15211,EmpScore,32.38
13843,Gender,17.38
8758,Gender,0.04
21501,EmpScore,32.79
20391,YearsOfExperince,17.89
9891,NA,0.05
9874,DegreeBranch,21.36
2387,YearsOfExperince,27.24
6104,YearsOfExperince,14.55
17376,DegreeBranch,17.31
22219,NA,0.05
7373,Gender,13.24
17519,NA,0.05
19057,YearsOfExperince,15.18
13900,NA,0.05
3274,DegreeBranch,18.22
9788,DegreeBranch,8.48
18959,Gender,0.19
10876,CurrentCompanyType,1.97
17041,YearsOfExperince,25.97
3259,NA,0.06
18693,NA,0.05
13467,MartialStatus,54.71
18798,DegreeBranch,22.24
19541,DegreeBranch,19.23
10524,Gender,10.75
2007,DegreeBranch,19.32
6828,DegreeBranch,23.41
7125,YearsOfExperince,28.14
3682,EmpScore,33.97
3816,NA,0.06
22765,NA,0.05
17988,Gender,12.83
20599,NA,0.04
12482,NA,0.05
9366,Gender,18.94
15364,DegreeBranch,21.72
20130,LatestDegreeCGPA,0.05
6390,Gender,19.63
21609,NA,0.05
3189,HighestDegree,38.14
6531,YearsOfExperince,23.41
21668,Gender,13.3
2822,YearsOfExperince,31.56
13757,YearsOfExperince,17.32
7197,HighestDegree,42.25
19754,Gender,9.77
17647,MartialStatus,46.22
4306,EmpScore,33.88
7433,CurrentCompanyType,1.03
12449,NA,0.05
7010,DegreeBranch,15.39
8244,Ethinicity,165.67
3633,DegreeBranch,15.67
14125,Gender,11.86
15036,NA,0.06
23654,DegreeBranch,22.7
9184,Gender,11.82
9624,Gender,1.96
23209,CurrentCompanyType,8.66
6732,CurrentCompanyType,0.05
11761,Gender,20.14
2614,NA,0.05
9910,Gender,13.53
24041,NA,0.05
13838,Gender,4.25
24226,DegreeBranch,17.86
4524,YearsOfExperince,8.98
9978,NA,0.05
23157,Gender,13.5
22188,Gender,18.92
11736,DegreeBranch,16.08
12674,DegreeBranch,20.06
18841,NA,0.05
4564,NA,0.04
19238,CurrentCompanyType,3.44
20177,DegreeBranch,21.37
18368,YearsOfExperince,18.06
20546,MartialStatus,44.92
4670,DegreeBranch,21.93
21623,CurrentCompanyType,0.21
15729,NA,0.05
16733,DegreeBranch,20.6
5772,NA,0.05
23906,MartialStatus,49.49
17210,Gender,20.53
13499,DegreeBranch,19.46
6141,LatestDegreeCGPA,0.05
22787,NA,0.05
14157,DegreeBranch,0.04
16955,NA,0.05
14336,NA,0.05
14202,HighestDegree,42.38
7141,DegreeBranch,18.06
23837,DegreeBranch,17.31
23597,YearsOfExperince,32.26
11111,Gender,0.18
12904,Gender,12.95
20716,DegreeBranch,11.74
14437,NA,0.05
7766,NA,0.06
18024,EmpScore,35.42
6420,YearsOfExperince,17.99
17282,YearsOfExperince,23.81
16490,NA,0.06
12214,YearsOfExperince,2.21
2430,DegreeBranch,17.71
18803,Gender,17.71
5016,EmpScore,36.87
20528,YearsOfExperince,21.72
9761,DegreeBranch,16.61
3840,Gender,19.33
18320,DegreeBranch,17.4
12665,Gender,13.92
24221,DegreeBranch,1.78
19448,DegreeBranch,19.21
15659,YearsOfExperince,26.71
21079,EmpScore,37.26
16217,Gender,7.41
11113,DegreeBranch,17.74
6672,DegreeBranch,16.67
15942,DegreeBranch,18.13
16529,YearsOfExperince,1.91
13142,NA,0.04
22977,HighestDegree,41.8
19782,YearsOfExperince,37.89
17243,Gender,0.05
9481,Gender,10.5
16625,HighestDegree,42.7
13605,DegreeBranch,19.79
5814,DegreeBranch,5.34
21667,DegreeBranch,21.81
11420,NA,0.05
20154,Gender,21.67
17527,NA,0.06
9528,DegreeBranch,17.74
12461,YearsOfExperince,39.24
20863,YearsOfExperince,29.87
14759,Gender,13.7
8445,NA,0.05
3423,HighestDegree,21.14
19715,Gender,16.39
8313,YearsOfExperince,8.36
16567,CurrentCompanyType,2.32
14019,Gender,13.8
11171,NA,0.05
12407,NA,0.05
19556,DegreeBranch,19.13
19396,HighestDegree,38.16
18932,EmpScore,36.52
10073,EmpScore,31.26
4420,CurrentCompanyType,0.06
13957,DegreeBranch,24.95
16811,NA,0.06
8324,DegreeBranch,19.44
17694,DegreeBranch,23.35
19138,Gender,0.06
4252,NA,0.04
5850,YearsOfExperince,26.15
3258,Gender,14.02
14714,NA,0.05
10178,Gender,25.42
14930,Gender,13.04
5565,HighestDegree,32.99
8097,Gender,0.05
2738,DegreeBranch,20.23
3756,EmpScore,31.67
4608,DegreeBranch,19.52
4189,DegreeBranch,0.81
19525,NA,0.05
18121,NA,0.05
10891,NA,0.05
11905,DegreeBranch,24.22
15173,NA,0.05
14358,NA,0.04
22471,CurrentCompanyType,0.13
9030,NA,0.05
12812,Gender,10.79
10535,HighestDegree,37.38
20871,NA,0.05
10946,EmpScore,32.59
12705,NA,0.05
9852,DegreeBranch,24.75
2702,NA,0.06
3959,NA,0.05
4134,NA,0.06
20219,YearsOfExperince,17.46
14900,DegreeBranch,17.34
11883,YearsOfExperince,8.64
14753,NA,0.05
19309,NA,0.05
15443,Gender,26.26
23775,YearsOfExperince,18.13
18826,NA,0.05
16186,NA,0.06
6826,Gender,6.65
16332,CurrentCompanyType,1.31
19143,HighestDegree,38.31
15216,EmpScore,31.67
3324,Gender,12.01
3333,YearsOfExperince,32.18
5090,DegreeBranch,17.52
10159,NA,0.06
24263,NA,0.06
9101,NA,0.05
12154,YearsOfExperince,4.61
7338,NA,0.05
4538,Gender,7.58
16886,CurrentCompanyType,0.06
4077,DegreeBranch,16.27
3032,YearsOfExperince,29.12
4692,NA,0.05
10607,EmpScore,37.18
10406,NA,0.05
22531,Gender,6.59
12576,CurrentCompanyType,2.64
16999,NA,0.05
7913,CurrentCompanyType,0.48
2024,DegreeBranch,20.75
9083,HighestDegree,17.83
10121,Gender,20.38
19330,EmpScore,33.47
15745,Gender,12.98
8755,YearsOfExperince,26.51
6160,NA,0.06
15281,YearsOfExperince,35.89
8179,YearsOfExperince,18.09
15098,Gender,3.09
18236,NA,0.05
10947,NA,0.06
21015,Gender,0.05
6332,NA,0.06
5104,DegreeBranch,20.03
22299,Gender,0.49
10407,DegreeBranch,14.34
3743,NA,0.04
7687,Gender,15.99
17700,YearsOfExperince,24.07
2097,NA,0.06
4372,NA,0.05
9352,YearsOfExperince,17.73
4508,YearsOfExperince,31.3
9823,NA,0.05
22495,NA,0.05
21864,HighestDegree,41.61
8439,YearsOfExperince,20.04
5702,Gender,0.05
8713,DegreeBranch,19.82
12454,YearsOfExperince,20.9
9382,EmpScore,36.6
22186,DegreeBranch,24.15
5442,NA,0.05
9633,EmpScore,30.61
13994,EmpScore,32.46
10741,YearsOfExperince,20.52
20953,Gender,0.05
20867,NA,0.06
3601,NA,0.05
5600,YearsOfExperince,15.49
5351,EmpScore,32.37
4391,YearsOfExperince,19.7
9531,NA,0.06
23958,NA,0.05
12770,DegreeBranch,18.32
23819,NA,0.05
5086,DegreeBranch,20.99
7508,DegreeBranch,5.76
15818,DegreeBranch,16.24
21059,Gender,5.87
9498,EmpScore,33.15
22893,DegreeBranch,17.6
20825,Gender,15.12
3877,Gender,14.49
14181,NA,0.06
4591,NA,0.05
3338,NA,0.05
7057,YearsOfExperince,25.87
2447,NA,0.05
14290,YearsOfExperince,19.29
17412,YearsOfExperince,25.91
13459,YearsOfExperince,27.4
22508,Gender,24.26
9241,NA,0.05
2327,Gender,0.05
9105,DegreeBranch,4.71
13486,EmpScore,37.13
21836,MartialStatus,42.24
13222,YearsOfExperince,20.04
7147,YearsOfExperince,22.45
20970,EmpScore,30.11
8682,EmpScore,42.99
11786,NA,0.05
10326,Gender,14.61
8254,Gender,21.88
19882,YearsOfExperince,16.25
10941,DegreeBranch,21.82
17050,NA,0.05
21964,Gender,21.52
23720,Gender,13.59
17278,NA,0.06
11409,NA,0.06
3503,Gender,0.05
24105,HighestDegree,40.94
20276,NA,0.05
14008,DegreeBranch,19.65
16560,NA,0.05
9942,MartialStatus,47.19
6239,NA,0.05
19777,HighestDegree,44.17
4894,YearsOfExperince,9.44
18585,YearsOfExperince,11.3
3805,DegreeBranch,18.34
8689,DegreeBranch,22.38
18241,NA,0.04
4678,DegreeBranch,22.72
22473,Gender,7.86
18161,NA,0.05
5734,DegreeBranch,21.11
6944,Gender,0.06
22199,NA,0.05
9043,DegreeBranch,16.08
4105,YearsOfExperince,22.94
10490,NA,0.04
11536,DegreeBranch,21.19
12164,NA,0.05
13981,YearsOfExperince,20.23
14408,Gender,13.89
24167,DegreeBranch,17.6
16416,Gender,26.25
6437,HighestDegree,27.36
18144,EmpScore,32.85
19162,DegreeBranch,17.95
9651,Gender,16.63
12392,NA,0.05
4338,NA,0.06
3698,DegreeBranch,2.66
3436,NA,0.04
6992,DegreeBranch,21.1
19655,EmpScore,33.54
13520,NA,0.04
18015,NA,0.05
11119,EmpScore,33.43
17233,NA,0.06
20699,Gender,0.05
19101,EmpScore,30.86
22823,DegreeBranch,23.26
23715,NA,0.05
10109,DegreeBranch,17.65
2457,Gender,0.05
10970,Gender,0.04
19978,YearsOfExperince,31.15
4652,HighestDegree,47.72
